"","X","Year","richness","Location","diff","state","site.year","rich.change","FG"
"434","Mahe E Granite24",2008,1,"Mahe E Granite",1,"Shifted","Mahe E Granite.2008","Gain","Corallivore"
"435","Mahe E Patch24",2008,2,"Mahe E Patch",0,"Recovering","Mahe E Patch.2008","Loss","Corallivore"
"436","Mahe NW Carbonate24",2008,2,"Mahe NW Carbonate",-3,"Recovering","Mahe NW Carbonate.2008","Loss","Corallivore"
"437","Mahe NW Granite24",2008,3,"Mahe NW Granite",-1,"Recovering","Mahe NW Granite.2008","Loss","Corallivore"
"438","Mahe NW Patch24",2008,1,"Mahe NW Patch",-3,"Recovering","Mahe NW Patch.2008","Loss","Corallivore"
"439","Mahe W Carbonate24",2008,3,"Mahe W Carbonate",-1,"Recovering","Mahe W Carbonate.2008","Loss","Corallivore"
"440","Mahe W Granite24",2008,2,"Mahe W Granite",0,"Recovering","Mahe W Granite.2008","Loss","Corallivore"
"441","Mahe W Patch24",2008,3,"Mahe W Patch",1,"Recovering","Mahe W Patch.2008","Gain","Corallivore"
"442","Praslin NE Carbonate24",2008,2,"Praslin NE Carbonate",-5,"Shifted","Praslin NE Carbonate.2008","Loss","Corallivore"
"443","Praslin NE Granite24",2008,4,"Praslin NE Granite",0,"Recovering","Praslin NE Granite.2008","Loss","Corallivore"
"444","Praslin NE Patch24",2008,0,"Praslin NE Patch",-4,"Recovering","Praslin NE Patch.2008","Loss","Corallivore"
"445","Praslin SW Carbonate24",2008,0,"Praslin SW Carbonate",-4,"Shifted","Praslin SW Carbonate.2008","Loss","Corallivore"
"446","Praslin SW Granite24",2008,5,"Praslin SW Granite",2,"Recovering","Praslin SW Granite.2008","Gain","Corallivore"
"447","Praslin SW Patch24",2008,2,"Praslin SW Patch",-1,"Shifted","Praslin SW Patch.2008","Loss","Corallivore"
"448","Ste Anne Carbonate24",2008,3,"Ste Anne Carbonate",-2,"Shifted","Ste Anne Carbonate.2008","Loss","Corallivore"
"449","Ste Anne Granite24",2008,4,"Ste Anne Granite",0,"Recovering","Ste Anne Granite.2008","Loss","Corallivore"
"450","Ste Anne Patch24",2008,4,"Ste Anne Patch",-1,"Recovering","Ste Anne Patch.2008","Loss","Corallivore"
"451","Cousin Carbonate34",2011,0,"Cousin Carbonate",-6,"Shifted","Cousin Carbonate.2011","Loss","Corallivore"
"452","Cousin Granite34",2011,0,"Cousin Granite",-5,"Shifted","Cousin Granite.2011","Loss","Corallivore"
"453","Cousin Patch34",2011,1,"Cousin Patch",-4,"Shifted","Cousin Patch.2011","Loss","Corallivore"
"454","Mahe E Carbonate34",2011,0,"Mahe E Carbonate",-5,"Shifted","Mahe E Carbonate.2011","Loss","Corallivore"
"455","Mahe E Granite34",2011,1,"Mahe E Granite",1,"Shifted","Mahe E Granite.2011","Gain","Corallivore"
"456","Mahe E Patch34",2011,3,"Mahe E Patch",1,"Recovering","Mahe E Patch.2011","Gain","Corallivore"
"457","Mahe NW Carbonate34",2011,4,"Mahe NW Carbonate",-1,"Recovering","Mahe NW Carbonate.2011","Loss","Corallivore"
"458","Mahe NW Granite34",2011,5,"Mahe NW Granite",1,"Recovering","Mahe NW Granite.2011","Gain","Corallivore"
"459","Mahe NW Patch34",2011,4,"Mahe NW Patch",0,"Recovering","Mahe NW Patch.2011","Loss","Corallivore"
"460","Mahe W Carbonate34",2011,3,"Mahe W Carbonate",-1,"Recovering","Mahe W Carbonate.2011","Loss","Corallivore"
"461","Mahe W Granite34",2011,3,"Mahe W Granite",1,"Recovering","Mahe W Granite.2011","Gain","Corallivore"
"462","Mahe W Patch34",2011,5,"Mahe W Patch",3,"Recovering","Mahe W Patch.2011","Gain","Corallivore"
"463","Praslin NE Carbonate34",2011,1,"Praslin NE Carbonate",-6,"Shifted","Praslin NE Carbonate.2011","Loss","Corallivore"
"464","Praslin NE Granite34",2011,5,"Praslin NE Granite",1,"Recovering","Praslin NE Granite.2011","Gain","Corallivore"
"465","Praslin NE Patch34",2011,0,"Praslin NE Patch",-4,"Recovering","Praslin NE Patch.2011","Loss","Corallivore"
"466","Praslin SW Carbonate34",2011,0,"Praslin SW Carbonate",-4,"Shifted","Praslin SW Carbonate.2011","Loss","Corallivore"
"467","Praslin SW Granite34",2011,4,"Praslin SW Granite",1,"Recovering","Praslin SW Granite.2011","Gain","Corallivore"
"468","Praslin SW Patch34",2011,3,"Praslin SW Patch",0,"Shifted","Praslin SW Patch.2011","Loss","Corallivore"
"469","Ste Anne Carbonate34",2011,0,"Ste Anne Carbonate",-5,"Shifted","Ste Anne Carbonate.2011","Loss","Corallivore"
"470","Ste Anne Granite34",2011,3,"Ste Anne Granite",-1,"Recovering","Ste Anne Granite.2011","Loss","Corallivore"
"471","Ste Anne Patch34",2011,4,"Ste Anne Patch",-1,"Recovering","Ste Anne Patch.2011","Loss","Corallivore"
"472","Cousin Carbonate44",2014,1,"Cousin Carbonate",-5,"Shifted","Cousin Carbonate.2014","Loss","Corallivore"
"473","Cousin Granite44",2014,0,"Cousin Granite",-5,"Shifted","Cousin Granite.2014","Loss","Corallivore"
"474","Cousin Patch44",2014,1,"Cousin Patch",-4,"Shifted","Cousin Patch.2014","Loss","Corallivore"
"475","Mahe E Carbonate44",2014,4,"Mahe E Carbonate",-1,"Shifted","Mahe E Carbonate.2014","Loss","Corallivore"
"476","Mahe E Granite44",2014,2,"Mahe E Granite",2,"Shifted","Mahe E Granite.2014","Gain","Corallivore"
"477","Mahe E Patch44",2014,3,"Mahe E Patch",1,"Recovering","Mahe E Patch.2014","Gain","Corallivore"
"478","Mahe NW Carbonate44",2014,5,"Mahe NW Carbonate",0,"Recovering","Mahe NW Carbonate.2014","Loss","Corallivore"
"479","Mahe NW Granite44",2014,6,"Mahe NW Granite",2,"Recovering","Mahe NW Granite.2014","Gain","Corallivore"
"480","Mahe NW Patch44",2014,5,"Mahe NW Patch",1,"Recovering","Mahe NW Patch.2014","Gain","Corallivore"
"481","Mahe W Carbonate44",2014,5,"Mahe W Carbonate",1,"Recovering","Mahe W Carbonate.2014","Gain","Corallivore"
"482","Mahe W Granite44",2014,3,"Mahe W Granite",1,"Recovering","Mahe W Granite.2014","Gain","Corallivore"
"483","Mahe W Patch44",2014,4,"Mahe W Patch",2,"Recovering","Mahe W Patch.2014","Gain","Corallivore"
"484","Praslin NE Carbonate44",2014,1,"Praslin NE Carbonate",-6,"Shifted","Praslin NE Carbonate.2014","Loss","Corallivore"
"485","Praslin NE Granite44",2014,4,"Praslin NE Granite",0,"Recovering","Praslin NE Granite.2014","Loss","Corallivore"
"486","Praslin NE Patch44",2014,3,"Praslin NE Patch",-1,"Recovering","Praslin NE Patch.2014","Loss","Corallivore"
"487","Praslin SW Carbonate44",2014,3,"Praslin SW Carbonate",-1,"Shifted","Praslin SW Carbonate.2014","Loss","Corallivore"
"488","Praslin SW Granite44",2014,5,"Praslin SW Granite",2,"Recovering","Praslin SW Granite.2014","Gain","Corallivore"
"489","Praslin SW Patch44",2014,4,"Praslin SW Patch",1,"Shifted","Praslin SW Patch.2014","Gain","Corallivore"
"490","Ste Anne Carbonate44",2014,5,"Ste Anne Carbonate",0,"Shifted","Ste Anne Carbonate.2014","Loss","Corallivore"
"491","Ste Anne Granite44",2014,5,"Ste Anne Granite",1,"Recovering","Ste Anne Granite.2014","Gain","Corallivore"
"492","Ste Anne Patch44",2014,5,"Ste Anne Patch",0,"Recovering","Ste Anne Patch.2014","Loss","Corallivore"
"493","Mahe E Carbonate54",2017,0,"Mahe E Carbonate",-5,"Shifted","Mahe E Carbonate.2017","Loss","Corallivore"
"494","Mahe E Granite54",2017,0,"Mahe E Granite",0,"Shifted","Mahe E Granite.2017","Loss","Corallivore"
"495","Mahe E Patch54",2017,1,"Mahe E Patch",-1,"Recovering","Mahe E Patch.2017","Loss","Corallivore"
"496","Mahe NW Carbonate54",2017,2,"Mahe NW Carbonate",-3,"Recovering","Mahe NW Carbonate.2017","Loss","Corallivore"
"497","Mahe NW Granite54",2017,5,"Mahe NW Granite",1,"Recovering","Mahe NW Granite.2017","Gain","Corallivore"
"498","Mahe NW Patch54",2017,2,"Mahe NW Patch",-2,"Recovering","Mahe NW Patch.2017","Loss","Corallivore"
"499","Mahe W Carbonate54",2017,3,"Mahe W Carbonate",-1,"Recovering","Mahe W Carbonate.2017","Loss","Corallivore"
"500","Mahe W Granite54",2017,4,"Mahe W Granite",2,"Recovering","Mahe W Granite.2017","Gain","Corallivore"
"501","Mahe W Patch54",2017,2,"Mahe W Patch",0,"Recovering","Mahe W Patch.2017","Loss","Corallivore"
"502","Praslin NE Carbonate54",2017,0,"Praslin NE Carbonate",-7,"Shifted","Praslin NE Carbonate.2017","Loss","Corallivore"
"503","Praslin NE Granite54",2017,4,"Praslin NE Granite",0,"Recovering","Praslin NE Granite.2017","Loss","Corallivore"
"504","Praslin NE Patch54",2017,1,"Praslin NE Patch",-3,"Recovering","Praslin NE Patch.2017","Loss","Corallivore"
"505","Praslin SW Carbonate54",2017,2,"Praslin SW Carbonate",-2,"Shifted","Praslin SW Carbonate.2017","Loss","Corallivore"
"506","Praslin SW Granite54",2017,5,"Praslin SW Granite",2,"Recovering","Praslin SW Granite.2017","Gain","Corallivore"
"507","Praslin SW Patch54",2017,3,"Praslin SW Patch",0,"Shifted","Praslin SW Patch.2017","Loss","Corallivore"
"508","Ste Anne Carbonate54",2017,2,"Ste Anne Carbonate",-3,"Shifted","Ste Anne Carbonate.2017","Loss","Corallivore"
"509","Ste Anne Granite54",2017,3,"Ste Anne Granite",-1,"Recovering","Ste Anne Granite.2017","Loss","Corallivore"
"510","Ste Anne Patch54",2017,3,"Ste Anne Patch",-2,"Recovering","Ste Anne Patch.2017","Loss","Corallivore"
"511","Cousin Carbonate15",2005,2,"Cousin Carbonate",-3,"Shifted","Cousin Carbonate.2005","Loss","Piscivore"
"512","Cousin Granite15",2005,1,"Cousin Granite",-3,"Shifted","Cousin Granite.2005","Loss","Piscivore"
"513","Cousin Patch15",2005,4,"Cousin Patch",1,"Shifted","Cousin Patch.2005","Gain","Piscivore"
"514","Mahe E Carbonate15",2005,0,"Mahe E Carbonate",-4,"Shifted","Mahe E Carbonate.2005","Loss","Piscivore"
"515","Mahe E Granite15",2005,3,"Mahe E Granite",1,"Shifted","Mahe E Granite.2005","Gain","Piscivore"
"516","Mahe E Patch15",2005,1,"Mahe E Patch",-1,"Recovering","Mahe E Patch.2005","Loss","Piscivore"
"517","Mahe NW Carbonate15",2005,8,"Mahe NW Carbonate",2,"Recovering","Mahe NW Carbonate.2005","Gain","Piscivore"
"518","Mahe NW Granite15",2005,3,"Mahe NW Granite",0,"Recovering","Mahe NW Granite.2005","Loss","Piscivore"
"519","Mahe NW Patch15",2005,1,"Mahe NW Patch",-2,"Recovering","Mahe NW Patch.2005","Loss","Piscivore"
"520","Mahe W Carbonate15",2005,2,"Mahe W Carbonate",0,"Recovering","Mahe W Carbonate.2005","Loss","Piscivore"
"521","Mahe W Granite15",2005,1,"Mahe W Granite",-2,"Recovering","Mahe W Granite.2005","Loss","Piscivore"
"522","Mahe W Patch15",2005,0,"Mahe W Patch",-2,"Recovering","Mahe W Patch.2005","Loss","Piscivore"
"523","Praslin NE Carbonate15",2005,1,"Praslin NE Carbonate",-1,"Shifted","Praslin NE Carbonate.2005","Loss","Piscivore"
"524","Praslin NE Granite15",2005,3,"Praslin NE Granite",1,"Recovering","Praslin NE Granite.2005","Gain","Piscivore"
"525","Praslin NE Patch15",2005,1,"Praslin NE Patch",-4,"Recovering","Praslin NE Patch.2005","Loss","Piscivore"
"526","Praslin SW Carbonate15",2005,3,"Praslin SW Carbonate",2,"Shifted","Praslin SW Carbonate.2005","Gain","Piscivore"
"527","Praslin SW Granite15",2005,1,"Praslin SW Granite",-1,"Recovering","Praslin SW Granite.2005","Loss","Piscivore"
"528","Praslin SW Patch15",2005,2,"Praslin SW Patch",0,"Shifted","Praslin SW Patch.2005","Loss","Piscivore"
"529","Ste Anne Carbonate15",2005,1,"Ste Anne Carbonate",-4,"Shifted","Ste Anne Carbonate.2005","Loss","Piscivore"
"530","Ste Anne Granite15",2005,4,"Ste Anne Granite",0,"Recovering","Ste Anne Granite.2005","Loss","Piscivore"
"531","Ste Anne Patch15",2005,1,"Ste Anne Patch",-5,"Recovering","Ste Anne Patch.2005","Loss","Piscivore"
"532","Cousin Carbonate25",2008,3,"Cousin Carbonate",-2,"Shifted","Cousin Carbonate.2008","Loss","Piscivore"
"533","Cousin Granite25",2008,2,"Cousin Granite",-2,"Shifted","Cousin Granite.2008","Loss","Piscivore"
"534","Cousin Patch25",2008,1,"Cousin Patch",-2,"Shifted","Cousin Patch.2008","Loss","Piscivore"
"535","Mahe E Carbonate25",2008,4,"Mahe E Carbonate",0,"Shifted","Mahe E Carbonate.2008","Loss","Piscivore"
"536","Mahe E Granite25",2008,2,"Mahe E Granite",0,"Shifted","Mahe E Granite.2008","Loss","Piscivore"
"537","Mahe E Patch25",2008,1,"Mahe E Patch",-1,"Recovering","Mahe E Patch.2008","Loss","Piscivore"
"538","Mahe NW Carbonate25",2008,6,"Mahe NW Carbonate",0,"Recovering","Mahe NW Carbonate.2008","Loss","Piscivore"
"539","Mahe NW Granite25",2008,1,"Mahe NW Granite",-2,"Recovering","Mahe NW Granite.2008","Loss","Piscivore"
"540","Mahe NW Patch25",2008,4,"Mahe NW Patch",1,"Recovering","Mahe NW Patch.2008","Gain","Piscivore"
"541","Mahe W Carbonate25",2008,2,"Mahe W Carbonate",0,"Recovering","Mahe W Carbonate.2008","Loss","Piscivore"
"542","Mahe W Granite25",2008,2,"Mahe W Granite",-1,"Recovering","Mahe W Granite.2008","Loss","Piscivore"
"543","Mahe W Patch25",2008,3,"Mahe W Patch",1,"Recovering","Mahe W Patch.2008","Gain","Piscivore"
"544","Praslin NE Carbonate25",2008,0,"Praslin NE Carbonate",-2,"Shifted","Praslin NE Carbonate.2008","Loss","Piscivore"
"545","Praslin NE Granite25",2008,4,"Praslin NE Granite",2,"Recovering","Praslin NE Granite.2008","Gain","Piscivore"
"546","Praslin NE Patch25",2008,1,"Praslin NE Patch",-4,"Recovering","Praslin NE Patch.2008","Loss","Piscivore"
"547","Praslin SW Carbonate25",2008,1,"Praslin SW Carbonate",0,"Shifted","Praslin SW Carbonate.2008","Loss","Piscivore"
"548","Praslin SW Granite25",2008,3,"Praslin SW Granite",1,"Recovering","Praslin SW Granite.2008","Gain","Piscivore"
"549","Praslin SW Patch25",2008,5,"Praslin SW Patch",3,"Shifted","Praslin SW Patch.2008","Gain","Piscivore"
"550","Ste Anne Carbonate25",2008,1,"Ste Anne Carbonate",-4,"Shifted","Ste Anne Carbonate.2008","Loss","Piscivore"
"551","Ste Anne Granite25",2008,1,"Ste Anne Granite",-3,"Recovering","Ste Anne Granite.2008","Loss","Piscivore"
"552","Ste Anne Patch25",2008,1,"Ste Anne Patch",-5,"Recovering","Ste Anne Patch.2008","Loss","Piscivore"
"553","Cousin Carbonate35",2011,1,"Cousin Carbonate",-4,"Shifted","Cousin Carbonate.2011","Loss","Piscivore"
"554","Cousin Granite35",2011,4,"Cousin Granite",0,"Shifted","Cousin Granite.2011","Loss","Piscivore"
"555","Cousin Patch35",2011,4,"Cousin Patch",1,"Shifted","Cousin Patch.2011","Gain","Piscivore"
"556","Mahe E Carbonate35",2011,0,"Mahe E Carbonate",-4,"Shifted","Mahe E Carbonate.2011","Loss","Piscivore"
"557","Mahe E Granite35",2011,0,"Mahe E Granite",-2,"Shifted","Mahe E Granite.2011","Loss","Piscivore"
"558","Mahe E Patch35",2011,0,"Mahe E Patch",-2,"Recovering","Mahe E Patch.2011","Loss","Piscivore"
"559","Mahe NW Carbonate35",2011,3,"Mahe NW Carbonate",-3,"Recovering","Mahe NW Carbonate.2011","Loss","Piscivore"
"560","Mahe NW Granite35",2011,2,"Mahe NW Granite",-1,"Recovering","Mahe NW Granite.2011","Loss","Piscivore"
"561","Mahe NW Patch35",2011,1,"Mahe NW Patch",-2,"Recovering","Mahe NW Patch.2011","Loss","Piscivore"
"562","Mahe W Carbonate35",2011,2,"Mahe W Carbonate",0,"Recovering","Mahe W Carbonate.2011","Loss","Piscivore"
"563","Mahe W Granite35",2011,2,"Mahe W Granite",-1,"Recovering","Mahe W Granite.2011","Loss","Piscivore"
"564","Mahe W Patch35",2011,3,"Mahe W Patch",1,"Recovering","Mahe W Patch.2011","Gain","Piscivore"
"565","Praslin NE Carbonate35",2011,0,"Praslin NE Carbonate",-2,"Shifted","Praslin NE Carbonate.2011","Loss","Piscivore"
"566","Praslin NE Granite35",2011,3,"Praslin NE Granite",1,"Recovering","Praslin NE Granite.2011","Gain","Piscivore"
"567","Praslin NE Patch35",2011,1,"Praslin NE Patch",-4,"Recovering","Praslin NE Patch.2011","Loss","Piscivore"
"568","Praslin SW Carbonate35",2011,1,"Praslin SW Carbonate",0,"Shifted","Praslin SW Carbonate.2011","Loss","Piscivore"
"569","Praslin SW Granite35",2011,2,"Praslin SW Granite",0,"Recovering","Praslin SW Granite.2011","Loss","Piscivore"
"570","Praslin SW Patch35",2011,1,"Praslin SW Patch",-1,"Shifted","Praslin SW Patch.2011","Loss","Piscivore"
"571","Ste Anne Carbonate35",2011,0,"Ste Anne Carbonate",-5,"Shifted","Ste Anne Carbonate.2011","Loss","Piscivore"
"572","Ste Anne Granite35",2011,2,"Ste Anne Granite",-2,"Recovering","Ste Anne Granite.2011","Loss","Piscivore"
"573","Ste Anne Patch35",2011,2,"Ste Anne Patch",-4,"Recovering","Ste Anne Patch.2011","Loss","Piscivore"
"574","Cousin Carbonate45",2014,1,"Cousin Carbonate",-4,"Shifted","Cousin Carbonate.2014","Loss","Piscivore"
"575","Cousin Granite45",2014,2,"Cousin Granite",-2,"Shifted","Cousin Granite.2014","Loss","Piscivore"
"576","Cousin Patch45",2014,2,"Cousin Patch",-1,"Shifted","Cousin Patch.2014","Loss","Piscivore"
"577","Mahe E Carbonate45",2014,2,"Mahe E Carbonate",-2,"Shifted","Mahe E Carbonate.2014","Loss","Piscivore"
"578","Mahe E Granite45",2014,2,"Mahe E Granite",0,"Shifted","Mahe E Granite.2014","Loss","Piscivore"
"579","Mahe E Patch45",2014,1,"Mahe E Patch",-1,"Recovering","Mahe E Patch.2014","Loss","Piscivore"
"580","Mahe NW Carbonate45",2014,4,"Mahe NW Carbonate",-2,"Recovering","Mahe NW Carbonate.2014","Loss","Piscivore"
"581","Mahe NW Granite45",2014,4,"Mahe NW Granite",1,"Recovering","Mahe NW Granite.2014","Gain","Piscivore"
"582","Mahe NW Patch45",2014,7,"Mahe NW Patch",4,"Recovering","Mahe NW Patch.2014","Gain","Piscivore"
"583","Mahe W Carbonate45",2014,5,"Mahe W Carbonate",3,"Recovering","Mahe W Carbonate.2014","Gain","Piscivore"
"584","Mahe W Granite45",2014,4,"Mahe W Granite",1,"Recovering","Mahe W Granite.2014","Gain","Piscivore"
"585","Mahe W Patch45",2014,5,"Mahe W Patch",3,"Recovering","Mahe W Patch.2014","Gain","Piscivore"
"586","Praslin NE Carbonate45",2014,1,"Praslin NE Carbonate",-1,"Shifted","Praslin NE Carbonate.2014","Loss","Piscivore"
"587","Praslin NE Granite45",2014,1,"Praslin NE Granite",-1,"Recovering","Praslin NE Granite.2014","Loss","Piscivore"
"588","Praslin NE Patch45",2014,0,"Praslin NE Patch",-5,"Recovering","Praslin NE Patch.2014","Loss","Piscivore"
"589","Praslin SW Carbonate45",2014,1,"Praslin SW Carbonate",0,"Shifted","Praslin SW Carbonate.2014","Loss","Piscivore"
"590","Praslin SW Granite45",2014,3,"Praslin SW Granite",1,"Recovering","Praslin SW Granite.2014","Gain","Piscivore"
"591","Praslin SW Patch45",2014,2,"Praslin SW Patch",0,"Shifted","Praslin SW Patch.2014","Loss","Piscivore"
"592","Ste Anne Carbonate45",2014,2,"Ste Anne Carbonate",-3,"Shifted","Ste Anne Carbonate.2014","Loss","Piscivore"
"593","Ste Anne Granite45",2014,1,"Ste Anne Granite",-3,"Recovering","Ste Anne Granite.2014","Loss","Piscivore"
"594","Ste Anne Patch45",2014,4,"Ste Anne Patch",-2,"Recovering","Ste Anne Patch.2014","Loss","Piscivore"
"595","Mahe E Carbonate55",2017,1,"Mahe E Carbonate",-3,"Shifted","Mahe E Carbonate.2017","Loss","Piscivore"
"596","Mahe E Granite55",2017,0,"Mahe E Granite",-2,"Shifted","Mahe E Granite.2017","Loss","Piscivore"
"597","Mahe E Patch55",2017,3,"Mahe E Patch",1,"Recovering","Mahe E Patch.2017","Gain","Piscivore"
"598","Mahe NW Carbonate55",2017,3,"Mahe NW Carbonate",-3,"Recovering","Mahe NW Carbonate.2017","Loss","Piscivore"
"599","Mahe NW Granite55",2017,5,"Mahe NW Granite",2,"Recovering","Mahe NW Granite.2017","Gain","Piscivore"
"600","Mahe NW Patch55",2017,5,"Mahe NW Patch",2,"Recovering","Mahe NW Patch.2017","Gain","Piscivore"
"601","Mahe W Carbonate55",2017,6,"Mahe W Carbonate",4,"Recovering","Mahe W Carbonate.2017","Gain","Piscivore"
"602","Mahe W Granite55",2017,4,"Mahe W Granite",1,"Recovering","Mahe W Granite.2017","Gain","Piscivore"
"603","Mahe W Patch55",2017,7,"Mahe W Patch",5,"Recovering","Mahe W Patch.2017","Gain","Piscivore"
"604","Praslin NE Carbonate55",2017,1,"Praslin NE Carbonate",-1,"Shifted","Praslin NE Carbonate.2017","Loss","Piscivore"
"605","Praslin NE Granite55",2017,4,"Praslin NE Granite",2,"Recovering","Praslin NE Granite.2017","Gain","Piscivore"
"606","Praslin NE Patch55",2017,1,"Praslin NE Patch",-4,"Recovering","Praslin NE Patch.2017","Loss","Piscivore"
"607","Praslin SW Carbonate55",2017,1,"Praslin SW Carbonate",0,"Shifted","Praslin SW Carbonate.2017","Loss","Piscivore"
"608","Praslin SW Granite55",2017,2,"Praslin SW Granite",0,"Recovering","Praslin SW Granite.2017","Loss","Piscivore"
"609","Praslin SW Patch55",2017,4,"Praslin SW Patch",2,"Shifted","Praslin SW Patch.2017","Gain","Piscivore"
"610","Ste Anne Carbonate55",2017,2,"Ste Anne Carbonate",-3,"Shifted","Ste Anne Carbonate.2017","Loss","Piscivore"
"611","Ste Anne Granite55",2017,3,"Ste Anne Granite",-1,"Recovering","Ste Anne Granite.2017","Loss","Piscivore"
"612","Ste Anne Patch55",2017,2,"Ste Anne Patch",-4,"Recovering","Ste Anne Patch.2017","Loss","Piscivore"
