"","FG.fine","FG","Species","Family","state","Location","biom","ID","biom94","biom.change","bodysize","coralmassives","coralencrusting","coralbranching","macroalgae","complexity","Management"
"1172","Herbivore Grazer","Herbivore","Zebrasoma desjardinii","Acanthuridae","Recovering","Mahe W Carbonate",9.1163605185,"Mahe W Carbonate Zebrasoma desjardinii",0,12.4821109344381,17.58125,8.875,2.125,27.125,0,2.875,"Fished"
"1174","Invertivore","Invertivore","Sufflamen chrysopterum","Balistidae","Recovering","Mahe W Carbonate",4.073249816,"Mahe W Carbonate Sufflamen chrysopterum",0,4.37491673972381,14.8461538461538,8.875,2.125,27.125,0,2.875,"Fished"
"1175","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon auriga","Chaetodontidae","Recovering","Mahe W Carbonate",0,"Mahe W Carbonate Chaetodon auriga",1.818899239,1.34726143937902,12.5583941605839,8.875,2.125,27.125,0,2.875,"Fished"
"1179","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon lunula","Chaetodontidae","Recovering","Mahe W Carbonate",3.116239735,"Mahe W Carbonate Chaetodon lunula",0,7.54796963358212,13.7194244604317,8.875,2.125,27.125,0,2.875,"Fished"
"1180","Corallivore","Corallivore","Chaetodon melannotus","Chaetodontidae","Recovering","Mahe W Carbonate",0,"Mahe W Carbonate Chaetodon melannotus",8.892492441,-8.892492441,11.1739130434783,8.875,2.125,27.125,0,2.875,"Fished"
"1182","Corallivore","Corallivore","Chaetodon trifascialis","Chaetodontidae","Recovering","Mahe W Carbonate",1.741405454,"Mahe W Carbonate Chaetodon trifascialis",0,0.3482810908,10.7625,8.875,2.125,27.125,0,2.875,"Fished"
"1183","Corallivore","Corallivore","Chaetodon trifasciatus","Chaetodontidae","Recovering","Mahe W Carbonate",7.06566557866667,"Mahe W Carbonate Chaetodon trifasciatus",6.99041776533333,-0.596672943304527,11.175,8.875,2.125,27.125,0,2.875,"Fished"
"1185","Corallivore","Corallivore","Chaetodon zanzibarensis","Chaetodontidae","Recovering","Mahe W Carbonate",2.69066346914286,"Mahe W Carbonate Chaetodon zanzibarensis",0,1.94025550504531,11.0076335877863,8.875,2.125,27.125,0,2.875,"Fished"
"1190","Invertivore","Invertivore","Anampses meleagrides","Labridae","Recovering","Mahe W Carbonate",0.460185149666667,"Mahe W Carbonate Anampses meleagrides",1.1998009065,0.52792831466998,11.1612903225806,8.875,2.125,27.125,0,2.875,"Fished"
"1191","Invertivore","Invertivore","Bodianus axillaris","Labridae","Recovering","Mahe W Carbonate",2.331948954,"Mahe W Carbonate Bodianus axillaris",0,4.00268237262581,13.8814432989691,8.875,2.125,27.125,0,2.875,"Fished"
"1193","Invertivore","Invertivore","Cheilinus trilobatus","Labridae","Recovering","Mahe W Carbonate",11.6195186932857,"Mahe W Carbonate Cheilinus trilobatus",42.973059015,-19.4175468896917,19.4168618266979,8.875,2.125,27.125,0,2.875,"Fished"
"1194","Invertivore","Invertivore","Coris formosa","Labridae","Recovering","Mahe W Carbonate",3.770997733,"Mahe W Carbonate Coris formosa",0,33.3899223294,29.0544217687075,8.875,2.125,27.125,0,2.875,"Fished"
"1195","Invertivore & Piscivore","Mixed-diet Feeder","Epibulus insidiator","Labridae","Recovering","Mahe W Carbonate",0,"Mahe W Carbonate Epibulus insidiator",23.3953349,-21.1300234803564,17.35,8.875,2.125,27.125,0,2.875,"Fished"
"1196","Invertivore","Invertivore","Gomphosus caeruleus","Labridae","Recovering","Mahe W Carbonate",4.12208054485714,"Mahe W Carbonate Gomphosus caeruleus",2.72850687133333,1.16946959392634,12.862426035503,8.875,2.125,27.125,0,2.875,"Fished"
"1198","Invertivore","Invertivore","Halichoeres hortulanus","Labridae","Recovering","Mahe W Carbonate",3.1262682044,"Mahe W Carbonate Halichoeres hortulanus",7.87551926614286,-3.55526600134848,13.689552238806,8.875,2.125,27.125,0,2.875,"Fished"
"1199","Invertivore","Invertivore","Halichoeres marginatus","Labridae","Recovering","Mahe W Carbonate",2.0908087425,"Mahe W Carbonate Halichoeres marginatus",5.7961631825,-2.47917495440687,11.6423841059603,8.875,2.125,27.125,0,2.875,"Fished"
"1201","Invertivore","Invertivore","Hemigymnus fasciatus","Labridae","Recovering","Mahe W Carbonate",6.8715815772,"Mahe W Carbonate Hemigymnus fasciatus",6.336153168,4.83226017383718,19.3065843621399,8.875,2.125,27.125,0,2.875,"Fished"
"1202","Invertivore","Invertivore","Hemigymnus melapterus","Labridae","Recovering","Mahe W Carbonate",71.6653336495,"Mahe W Carbonate Hemigymnus melapterus",0,26.8780378512659,25.0253164556962,8.875,2.125,27.125,0,2.875,"Fished"
"1203","Corallivore","Corallivore","Labrichthys unilineatus","Labridae","Recovering","Mahe W Carbonate",14.20120880875,"Mahe W Carbonate Labrichthys unilineatus",3.553536864,1.3366318248129,10.7175792507205,8.875,2.125,27.125,0,2.875,"Fished"
"1204","Invertivore","Invertivore","Labroides bicolor","Labridae","Recovering","Mahe W Carbonate",0.845263133,"Mahe W Carbonate Labroides bicolor",0,0.7539617999,11.5222222222222,8.875,2.125,27.125,0,2.875,"Fished"
"1205","Invertivore","Invertivore","Labroides dimidiatus","Labridae","Recovering","Mahe W Carbonate",1.0337815442,"Mahe W Carbonate Labroides dimidiatus",0.628735004,0.0388299375600776,9.53145695364238,8.875,2.125,27.125,0,2.875,"Fished"
"1206","Invertivore","Invertivore","Macropharyngodon bipartitus","Labridae","Recovering","Mahe W Carbonate",1.11244974433333,"Mahe W Carbonate Macropharyngodon bipartitus",0,0.345552448466667,9.07831325301205,8.875,2.125,27.125,0,2.875,"Fished"
"1208","Piscivore","Piscivore","Oxycheilinus digramma","Labridae","Recovering","Mahe W Carbonate",6.691815745,"Mahe W Carbonate Oxycheilinus digramma",0,5.14261289717509,15.9580838323353,8.875,2.125,27.125,0,2.875,"Fished"
"1209","Invertivore","Invertivore","Stethojulis albovittata","Labridae","Recovering","Mahe W Carbonate",1.38693451375,"Mahe W Carbonate Stethojulis albovittata",2.24203265933333,-0.123488661098961,10.7903780068729,8.875,2.125,27.125,0,2.875,"Fished"
"1210","Invertivore","Invertivore","Thalassoma hardwicke","Labridae","Recovering","Mahe W Carbonate",2.50508928,"Mahe W Carbonate Thalassoma hardwicke",4.653747898,-3.70724298329124,12.8536585365854,8.875,2.125,27.125,0,2.875,"Fished"
"1211","Invertivore","Invertivore","Thalassoma hebraicum","Labridae","Recovering","Mahe W Carbonate",3.4029312596,"Mahe W Carbonate Thalassoma hebraicum",5.29097451525,-1.01030478764322,13.2161785216179,8.875,2.125,27.125,0,2.875,"Fished"
"1212","Invertivore","Invertivore","Thalassoma lunare","Labridae","Recovering","Mahe W Carbonate",0.865177342,"Mahe W Carbonate Thalassoma lunare",0,1.6978666423,13.2594936708861,8.875,2.125,27.125,0,2.875,"Fished"
"1214","Invertivore & Piscivore","Mixed-diet Feeder","Lethrinus harak","Lethrinidae","Recovering","Mahe W Carbonate",34.51788866,"Mahe W Carbonate Lethrinus harak",67.1853218525,-41.6169796918762,31.4645390070922,8.875,2.125,27.125,0,2.875,"Fished"
"1218","Invertivore & Piscivore","Mixed-diet Feeder","Lethrinus obsoletus","Lethrinidae","Recovering","Mahe W Carbonate",50.9212408,"Mahe W Carbonate Lethrinus obsoletus",0,33.0650677844318,21.3136531365314,8.875,2.125,27.125,0,2.875,"Fished"
"1221","Invertivore","Invertivore","Monotaxis grandoculis","Lethrinidae","Recovering","Mahe W Carbonate",0,"Mahe W Carbonate Monotaxis grandoculis",18.98499232,-12.542208479,29.625,8.875,2.125,27.125,0,2.875,"Fished"
"1230","Invertivore","Invertivore","Cantherhines pardalis","Monacanthidae","Recovering","Mahe W Carbonate",5.492262873,"Mahe W Carbonate Cantherhines pardalis",5.492262873,-3.09778309532,14.0642857142857,8.875,2.125,27.125,0,2.875,"Fished"
"1231","Corallivore","Corallivore","Oxymonacanthus longirostris","Monacanthidae","Recovering","Mahe W Carbonate",6.97437748825,"Mahe W Carbonate Oxymonacanthus longirostris",1.250217296,0.721674030735714,8.18724696356275,8.875,2.125,27.125,0,2.875,"Fished"
"1233","Invertivore","Invertivore","Parupeneus barberinus","Mullidae","Recovering","Mahe W Carbonate",0,"Mahe W Carbonate Parupeneus barberinus",9.9921697825,-2.5836199373,21.1598513011152,8.875,2.125,27.125,0,2.875,"Fished"
"1236","Invertivore","Invertivore","Parupeneus macronemus","Mullidae","Recovering","Mahe W Carbonate",8.73950373766667,"Mahe W Carbonate Parupeneus macronemus",3.979120144,6.36305296317722,14.3498402555911,8.875,2.125,27.125,0,2.875,"Fished"
"1239","Invertivore","Invertivore","Scolopsis frenatus","Nemipteridae","Recovering","Mahe W Carbonate",18.348021154,"Mahe W Carbonate Scolopsis frenatus",65.4266026466667,-45.7420837491526,19.7291910902696,8.875,2.125,27.125,0,2.875,"Fished"
"1240","Invertivore","Invertivore","Apolemichthys trimaculatus","Pomacanthidae","Recovering","Mahe W Carbonate",6.0618382555,"Mahe W Carbonate Apolemichthys trimaculatus",12.7923708775,-5.52579304029822,15,8.875,2.125,27.125,0,2.875,"Fished"
"1241","Invertivore","Invertivore","Centropyge multispinis","Pomacanthidae","Recovering","Mahe W Carbonate",2.881507659,"Mahe W Carbonate Centropyge multispinis",7.853432674,-3.46752573442237,10.9078341013825,8.875,2.125,27.125,0,2.875,"Fished"
"1242","Invertivore","Invertivore","Pomacanthus imperator","Pomacanthidae","Recovering","Mahe W Carbonate",19.56444294,"Mahe W Carbonate Pomacanthus imperator",39.35838081,-17.2335155102667,22.2255639097744,8.875,2.125,27.125,0,2.875,"Fished"
"1243","Invertivore","Invertivore","Pomacanthus semicirculatus","Pomacanthidae","Recovering","Mahe W Carbonate",36.1774603106667,"Mahe W Carbonate Pomacanthus semicirculatus",0,19.4887743981333,19.8024691358025,8.875,2.125,27.125,0,2.875,"Fished"
"1244","Planktivore","Planktivore","Amblyglyphidodon leucogaster","Pomacentridae","Recovering","Mahe W Carbonate",2.252633593,"Mahe W Carbonate Amblyglyphidodon leucogaster",0,1.80080293991647,8.91766109785203,8.875,2.125,27.125,0,2.875,"Fished"
"1245","Planktivore","Planktivore","Chromis atripectoralis","Pomacentridae","Recovering","Mahe W Carbonate",34.62645758,"Mahe W Carbonate Chromis atripectoralis",46.878896416,-32.3236115325976,8.23706896551724,8.875,2.125,27.125,0,2.875,"Fished"
"1246","Planktivore","Planktivore","Chromis ternatensis","Pomacentridae","Recovering","Mahe W Carbonate",0,"Mahe W Carbonate Chromis ternatensis",43.879513755,-43.425353143,8.84422110552764,8.875,2.125,27.125,0,2.875,"Fished"
"1247","Planktivore","Planktivore","Chromis weberi","Pomacentridae","Recovering","Mahe W Carbonate",2.60094256,"Mahe W Carbonate Chromis weberi",10.97209143375,1.0155444548643,8.47293640054127,8.875,2.125,27.125,0,2.875,"Fished"
"1252","Herbivore Grazer","Herbivore","Plectroglyphidodon lacrymatus","Pomacentridae","Recovering","Mahe W Carbonate",5.17288879228571,"Mahe W Carbonate Plectroglyphidodon lacrymatus",6.49837076,0.886441336567348,8.49693852559393,8.875,2.125,27.125,0,2.875,"Fished"
"1253","Herbivore Grazer","Herbivore","Pomacentrus trilineatus","Pomacentridae","Recovering","Mahe W Carbonate",4.40266582325,"Mahe W Carbonate Pomacentrus trilineatus",0,2.211088561218,8.53107861060329,8.875,2.125,27.125,0,2.875,"Fished"
"1254","Herbivore Grazer","Herbivore","Stegastes nigricans","Pomacentridae","Recovering","Mahe W Carbonate",1.981133677,"Mahe W Carbonate Stegastes nigricans",0,0.3962267354,9.69230769230769,8.875,2.125,27.125,0,2.875,"Fished"
"1258","Herbivore Excavator","Herbivore","Chlorurus sordidus","Scaridae","Recovering","Mahe W Carbonate",70.705948072625,"Mahe W Carbonate Chlorurus sordidus",52.3543424483333,22.9326861730822,17.2966126656848,8.875,2.125,27.125,0,2.875,"Fished"
"1263","Herbivore Scraper","Herbivore","Scarus falcipinnis","Scaridae","Recovering","Mahe W Carbonate",1481.986599915,"Mahe W Carbonate Scarus falcipinnis",56.02788378,254.768389851,31.4583333333333,8.875,2.125,27.125,0,2.875,"Fished"
"1264","Herbivore Scraper","Herbivore","Scarus frenatus","Scaridae","Recovering","Mahe W Carbonate",0.622389306,"Mahe W Carbonate Scarus frenatus",0,0.1244778612,27.3355263157895,8.875,2.125,27.125,0,2.875,"Fished"
"1267","Herbivore Scraper","Herbivore","Scarus niger","Scaridae","Recovering","Mahe W Carbonate",27.40883921,"Mahe W Carbonate Scarus niger",34.32173981125,46.9485908138044,24.9366028708134,8.875,2.125,27.125,0,2.875,"Fished"
"1268","Herbivore Scraper","Herbivore","Scarus prasiognathos","Scaridae","Recovering","Mahe W Carbonate",6.21068768175,"Mahe W Carbonate Scarus prasiognathos",0,42.2784708133928,14.5881962864721,8.875,2.125,27.125,0,2.875,"Fished"
"1269","Herbivore Scraper","Herbivore","Scarus psittacus","Scaridae","Recovering","Mahe W Carbonate",3.82688394933333,"Mahe W Carbonate Scarus psittacus",36.62541913,-13.5388794606648,16.3675958188153,8.875,2.125,27.125,0,2.875,"Fished"
"1270","Herbivore Scraper","Herbivore","Scarus rubroviolaceus","Scaridae","Recovering","Mahe W Carbonate",24.90593776,"Mahe W Carbonate Scarus rubroviolaceus",24.90593776,43.79206940045,27.3267882187938,8.875,2.125,27.125,0,2.875,"Fished"
"1272","Herbivore Scraper","Herbivore","Scarus tricolor","Scaridae","Recovering","Mahe W Carbonate",0,"Mahe W Carbonate Scarus tricolor",42.86808757,-31.2398979692495,27.0584415584416,8.875,2.125,27.125,0,2.875,"Fished"
"1274","Invertivore & Piscivore","Mixed-diet Feeder","Aethaloperca rogaa","Serranidae","Recovering","Mahe W Carbonate",8.114218143,"Mahe W Carbonate Aethaloperca rogaa",0,19.2477988949498,23.3818181818182,8.875,2.125,27.125,0,2.875,"Fished"
"1275","Piscivore","Piscivore","Anyperodon leucogrammicus","Serranidae","Recovering","Mahe W Carbonate",12.06098098,"Mahe W Carbonate Anyperodon leucogrammicus",19.177983075,-13.3405267681813,26.3823529411765,8.875,2.125,27.125,0,2.875,"Fished"
"1276","Piscivore","Piscivore","Cephalopholis argus","Serranidae","Recovering","Mahe W Carbonate",12.434783395,"Mahe W Carbonate Cephalopholis argus",38.5590168666667,18.5228257190442,30.2831050228311,8.875,2.125,27.125,0,2.875,"Fished"
"1278","Piscivore","Piscivore","Cephalopholis miniata","Serranidae","Recovering","Mahe W Carbonate",5.557759164,"Mahe W Carbonate Cephalopholis miniata",0,6.7661178888,22.5806451612903,8.875,2.125,27.125,0,2.875,"Fished"
"1279","Piscivore","Piscivore","Cephalopholis urodeta","Serranidae","Recovering","Mahe W Carbonate",7.05553620766667,"Mahe W Carbonate Cephalopholis urodeta",0,3.20548435789673,18.1190476190476,8.875,2.125,27.125,0,2.875,"Fished"
"1284","Invertivore & Piscivore","Mixed-diet Feeder","Epinephelus spilotoceps","Serranidae","Recovering","Mahe W Carbonate",0,"Mahe W Carbonate Epinephelus spilotoceps",15.18625839,-15.18625839,29.8,8.875,2.125,27.125,0,2.875,"Fished"
"1287","Herbivore Grazer","Herbivore","Siganus puelloides","Siganidae","Recovering","Mahe W Carbonate",56.361253035,"Mahe W Carbonate Siganus puelloides",39.84676212,6.81040330660738,24.8965517241379,8.875,2.125,27.125,0,2.875,"Fished"
"1290","Invertivore","Invertivore","Zanclus cornutus","Zanclidae","Recovering","Mahe W Carbonate",2.240983706,"Mahe W Carbonate Zanclus cornutus",0,2.01986853840218,13.9429347826087,8.875,2.125,27.125,0,2.875,"Fished"
"1291","Herbivore Grazer","Herbivore","Acanthurus leucosternon","Acanthuridae","Recovering","Mahe W Granite",3.951776015,"Mahe W Granite Acanthurus leucosternon",27.102675633,-22.1382759308075,16.0612244897959,0.875,19.875,10.5,0,3.375,"Fished"
"1292","Herbivore Grazer","Herbivore","Acanthurus lineatus","Acanthuridae","Recovering","Mahe W Granite",0,"Mahe W Granite Acanthurus lineatus",14.4417148975,-9.1303376821,22.5407407407407,0.875,19.875,10.5,0,3.375,"Fished"
"1293","Herbivore Grazer","Herbivore","Acanthurus nigrofuscus","Acanthuridae","Recovering","Mahe W Granite",13.517572799,"Mahe W Granite Acanthurus nigrofuscus",19.9884146808,-7.46437222829268,13.7090301003344,0.875,19.875,10.5,0,3.375,"Fished"
"1294","Herbivore Grazer","Herbivore","Acanthurus tennentii","Acanthuridae","Recovering","Mahe W Granite",49.11151229,"Mahe W Granite Acanthurus tennentii",0,37.6125938792332,21.9609756097561,0.875,19.875,10.5,0,3.375,"Fished"
"1296","Herbivore Grazer","Herbivore","Ctenochaetus binotatus","Acanthuridae","Recovering","Mahe W Granite",4.89339956,"Mahe W Granite Ctenochaetus binotatus",0,4.5105764588,14.1923076923077,0.875,19.875,10.5,0,3.375,"Fished"
"1297","Herbivore Grazer","Herbivore","Ctenochaetus striatus","Acanthuridae","Recovering","Mahe W Granite",11.7149804626667,"Mahe W Granite Ctenochaetus striatus",61.30232392,-46.9741134997265,16.3412042502952,0.875,19.875,10.5,0,3.375,"Fished"
"1298","Herbivore Grazer","Herbivore","Ctenochaetus truncatus","Acanthuridae","Recovering","Mahe W Granite",7.612134746,"Mahe W Granite Ctenochaetus truncatus",25.9212974143333,-15.073282242257,14.8716707021792,0.875,19.875,10.5,0,3.375,"Fished"
"1301","Herbivore Grazer","Herbivore","Zebrasoma desjardinii","Acanthuridae","Recovering","Mahe W Granite",53.7560424,"Mahe W Granite Zebrasoma desjardinii",11.41022959,7.32729937144176,17.58125,0.875,19.875,10.5,0,3.375,"Fished"
"1302","Herbivore Grazer","Herbivore","Zebrasoma scopas","Acanthuridae","Recovering","Mahe W Granite",5.23845918383333,"Mahe W Granite Zebrasoma scopas",11.8979334905,-3.97358987599332,14.3285714285714,0.875,19.875,10.5,0,3.375,"Fished"
"1303","Invertivore","Invertivore","Sufflamen chrysopterum","Balistidae","Recovering","Mahe W Granite",3.86112277025,"Mahe W Granite Sufflamen chrysopterum",8.76175813975,-2.49018595290055,14.8461538461538,0.875,19.875,10.5,0,3.375,"Fished"
"1304","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon auriga","Chaetodontidae","Recovering","Mahe W Granite",0,"Mahe W Granite Chaetodon auriga",7.287439295,-3.04940692713643,12.5583941605839,0.875,19.875,10.5,0,3.375,"Fished"
"1305","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon guttatissimus","Chaetodontidae","Recovering","Mahe W Granite",2.87615761975,"Mahe W Granite Chaetodon guttatissimus",0,3.04540177078634,10.0724637681159,0.875,19.875,10.5,0,3.375,"Fished"
"1306","Mixed-diet Feeder","Mixed-diet Feeder","Chaetodon kleinii","Chaetodontidae","Recovering","Mahe W Granite",3.7013542305,"Mahe W Granite Chaetodon kleinii",3.615201426,-0.161076495689937,10.3333333333333,0.875,19.875,10.5,0,3.375,"Fished"
"1311","Corallivore","Corallivore","Chaetodon trifascialis","Chaetodontidae","Recovering","Mahe W Granite",4.44583664216667,"Mahe W Granite Chaetodon trifascialis",2.264962031,-0.0738081256319996,10.7625,0.875,19.875,10.5,0,3.375,"Fished"
"1312","Corallivore","Corallivore","Chaetodon trifasciatus","Chaetodontidae","Recovering","Mahe W Granite",6.880853054,"Mahe W Granite Chaetodon trifasciatus",3.939081876,2.18917000658478,11.175,0.875,19.875,10.5,0,3.375,"Fished"
"1319","Invertivore","Invertivore","Anampses meleagrides","Labridae","Recovering","Mahe W Granite",0.856708322,"Mahe W Granite Anampses meleagrides",9.39821307125,-7.95297250587346,11.1612903225806,0.875,19.875,10.5,0,3.375,"Fished"
"1320","Invertivore","Invertivore","Bodianus axillaris","Labridae","Recovering","Mahe W Granite",5.43447907433333,"Mahe W Granite Bodianus axillaris",7.254289509,-3.42872254841477,13.8814432989691,0.875,19.875,10.5,0,3.375,"Fished"
"1322","Invertivore","Invertivore","Cheilinus trilobatus","Labridae","Recovering","Mahe W Granite",27.27890989,"Mahe W Granite Cheilinus trilobatus",0,12.7355159480958,19.4168618266979,0.875,19.875,10.5,0,3.375,"Fished"
"1323","Invertivore","Invertivore","Coris formosa","Labridae","Recovering","Mahe W Granite",56.59625131,"Mahe W Granite Coris formosa",0,19.942935478,29.0544217687075,0.875,19.875,10.5,0,3.375,"Fished"
"1324","Invertivore & Piscivore","Mixed-diet Feeder","Epibulus insidiator","Labridae","Recovering","Mahe W Granite",13.152304652,"Mahe W Granite Epibulus insidiator",14.285825645,-8.00425417750877,17.35,0.875,19.875,10.5,0,3.375,"Fished"
"1325","Invertivore","Invertivore","Gomphosus caeruleus","Labridae","Recovering","Mahe W Granite",2.35270956983333,"Mahe W Granite Gomphosus caeruleus",3.98410295375,-0.533597673666195,12.862426035503,0.875,19.875,10.5,0,3.375,"Fished"
"1327","Invertivore","Invertivore","Halichoeres hortulanus","Labridae","Recovering","Mahe W Granite",6.76747605633333,"Mahe W Granite Halichoeres hortulanus",6.45453196366667,0.208780476668919,13.689552238806,0.875,19.875,10.5,0,3.375,"Fished"
"1328","Invertivore","Invertivore","Halichoeres marginatus","Labridae","Recovering","Mahe W Granite",1.2074176075,"Mahe W Granite Halichoeres marginatus",7.40931221266667,-4.76821713380952,11.6423841059603,0.875,19.875,10.5,0,3.375,"Fished"
"1330","Invertivore","Invertivore","Hemigymnus fasciatus","Labridae","Recovering","Mahe W Granite",22.3433099,"Mahe W Granite Hemigymnus fasciatus",39.39209892,-24.681835407326,19.3065843621399,0.875,19.875,10.5,0,3.375,"Fished"
"1331","Invertivore","Invertivore","Hemigymnus melapterus","Labridae","Recovering","Mahe W Granite",36.56885588,"Mahe W Granite Hemigymnus melapterus",0,20.131728320692,25.0253164556962,0.875,19.875,10.5,0,3.375,"Fished"
"1333","Invertivore","Invertivore","Labroides bicolor","Labridae","Recovering","Mahe W Granite",1.107453267,"Mahe W Granite Labroides bicolor",0,1.0615158639126,11.5222222222222,0.875,19.875,10.5,0,3.375,"Fished"
"1334","Invertivore","Invertivore","Labroides dimidiatus","Labridae","Recovering","Mahe W Granite",1.06159109066667,"Mahe W Granite Labroides dimidiatus",0.845263133,0.187209588593092,9.53145695364238,0.875,19.875,10.5,0,3.375,"Fished"
"1335","Invertivore","Invertivore","Macropharyngodon bipartitus","Labridae","Recovering","Mahe W Granite",0.876099241,"Mahe W Granite Macropharyngodon bipartitus",0,0.719627195305446,9.07831325301205,0.875,19.875,10.5,0,3.375,"Fished"
"1337","Piscivore","Piscivore","Oxycheilinus digramma","Labridae","Recovering","Mahe W Granite",3.6109495735,"Mahe W Granite Oxycheilinus digramma",0,0.7221899147,15.9580838323353,0.875,19.875,10.5,0,3.375,"Fished"
"1338","Invertivore","Invertivore","Stethojulis albovittata","Labridae","Recovering","Mahe W Granite",4.0637838,"Mahe W Granite Stethojulis albovittata",1.331157089,-0.518400329,10.7903780068729,0.875,19.875,10.5,0,3.375,"Fished"
"1340","Invertivore","Invertivore","Thalassoma hebraicum","Labridae","Recovering","Mahe W Granite",2.90198558885714,"Mahe W Granite Thalassoma hebraicum",4.576789257,-1.33709042426797,13.2161785216179,0.875,19.875,10.5,0,3.375,"Fished"
"1350","Invertivore","Invertivore","Monotaxis grandoculis","Lethrinidae","Recovering","Mahe W Granite",0,"Mahe W Granite Monotaxis grandoculis",40.10445346,-23.196620008,29.625,0.875,19.875,10.5,0,3.375,"Fished"
"1353","Piscivore","Piscivore","Lutjanus bohar","Lutjanidae","Recovering","Mahe W Granite",9.811355353,"Mahe W Granite Lutjanus bohar",0,1.9622710706,26.3741935483871,0.875,19.875,10.5,0,3.375,"Fished"
"1354","Invertivore & Piscivore","Mixed-diet Feeder","Lutjanus fulviflamma","Lutjanidae","Recovering","Mahe W Granite",11.9441589863333,"Mahe W Granite Lutjanus fulviflamma",23.4779835266667,10.036492582497,20.7901785714286,0.875,19.875,10.5,0,3.375,"Fished"
"1356","Invertivore & Piscivore","Mixed-diet Feeder","Lutjanus kasmira","Lutjanidae","Recovering","Mahe W Granite",9.138396037,"Mahe W Granite Lutjanus kasmira",39.20475865,-37.3770794426,18.2857142857143,0.875,19.875,10.5,0,3.375,"Fished"
"1358","Invertivore & Piscivore","Mixed-diet Feeder","Macolor niger","Lutjanidae","Recovering","Mahe W Granite",39.38184479,"Mahe W Granite Macolor niger",0,12.1372832835926,26.6122448979592,0.875,19.875,10.5,0,3.375,"Fished"
"1359","Invertivore","Invertivore","Cantherhines pardalis","Monacanthidae","Recovering","Mahe W Granite",4.118466399,"Mahe W Granite Cantherhines pardalis",6.435260408,-3.83884214921974,14.0642857142857,0.875,19.875,10.5,0,3.375,"Fished"
"1360","Corallivore","Corallivore","Oxymonacanthus longirostris","Monacanthidae","Recovering","Mahe W Granite",1.280229371,"Mahe W Granite Oxymonacanthus longirostris",0,0.775883596096021,8.18724696356275,0.875,19.875,10.5,0,3.375,"Fished"
"1361","Invertivore & Piscivore","Mixed-diet Feeder","Mulloidichthys flavolineatus","Mullidae","Recovering","Mahe W Granite",129.7222383,"Mahe W Granite Mulloidichthys flavolineatus",0,32.256904301,19.421686746988,0.875,19.875,10.5,0,3.375,"Fished"
"1362","Invertivore","Invertivore","Parupeneus barberinus","Mullidae","Recovering","Mahe W Granite",7.167369022,"Mahe W Granite Parupeneus barberinus",0,1.4334738044,21.1598513011152,0.875,19.875,10.5,0,3.375,"Fished"
"1363","Invertivore & Piscivore","Mixed-diet Feeder","Parupeneus ciliatus","Mullidae","Recovering","Mahe W Granite",36.40312737,"Mahe W Granite Parupeneus ciliatus",0,20.631818596,22.0284360189573,0.875,19.875,10.5,0,3.375,"Fished"
"1364","Invertivore & Piscivore","Mixed-diet Feeder","Parupeneus cyclostomus","Mullidae","Recovering","Mahe W Granite",0,"Mahe W Granite Parupeneus cyclostomus",17.70556725,-13.0301102422973,17.8979591836735,0.875,19.875,10.5,0,3.375,"Fished"
"1365","Invertivore","Invertivore","Parupeneus macronemus","Mullidae","Recovering","Mahe W Granite",1.53246315266667,"Mahe W Granite Parupeneus macronemus",7.4297331275,-4.60870782344828,14.3498402555911,0.875,19.875,10.5,0,3.375,"Fished"
"1368","Invertivore","Invertivore","Scolopsis frenatus","Nemipteridae","Recovering","Mahe W Granite",14.21891913625,"Mahe W Granite Scolopsis frenatus",0,16.6441238063667,19.7291910902696,0.875,19.875,10.5,0,3.375,"Fished"
"1369","Invertivore","Invertivore","Apolemichthys trimaculatus","Pomacanthidae","Recovering","Mahe W Granite",5.519948155,"Mahe W Granite Apolemichthys trimaculatus",14.1162206116667,-6.86810204043333,15,0.875,19.875,10.5,0,3.375,"Fished"
"1370","Invertivore","Invertivore","Centropyge multispinis","Pomacanthidae","Recovering","Mahe W Granite",3.79107859366667,"Mahe W Granite Centropyge multispinis",5.645345199,-1.96427074112114,10.9078341013825,0.875,19.875,10.5,0,3.375,"Fished"
"1371","Invertivore","Invertivore","Pomacanthus imperator","Pomacanthidae","Recovering","Mahe W Granite",0,"Mahe W Granite Pomacanthus imperator",43.72774916,-28.4955250801429,22.2255639097744,0.875,19.875,10.5,0,3.375,"Fished"
"1372","Invertivore","Invertivore","Pomacanthus semicirculatus","Pomacanthidae","Recovering","Mahe W Granite",55.3484116,"Mahe W Granite Pomacanthus semicirculatus",0,18.0319406398,19.8024691358025,0.875,19.875,10.5,0,3.375,"Fished"
"1376","Planktivore","Planktivore","Chromis weberi","Pomacentridae","Recovering","Mahe W Granite",4.30188448833333,"Mahe W Granite Chromis weberi",5.3940771665,3.43803627938201,8.47293640054127,0.875,19.875,10.5,0,3.375,"Fished"
